0.009257343	-0.026859399	0.038742963	0.02946504	-0.038186684	0.010045276	-0.006476916	0.02818353	-0.014619754	-0.06463183	-0.0006762572	-0.05686037	-0.040417984	-0.10691954	0.16405496	0.017861806
0.040113658	-0.053390265	-0.023460155	0.012303844	-0.029108617	-0.009912902	0.014975891	0.025237652	-0.014219849	-0.04896797	0.0006731261	-0.067551315	-0.027973555	-0.0899139	0.15465167	0.007971366
0.069258146	-0.015911825	-0.05983857	-0.009336485	-0.08490157	-0.02898459	0.060087387	0.10980053	0.020595757	-0.09137208	0.041154724	-0.07577281	-0.004486528	-0.07115414	0.16193308	0.026753152
0.008579416	-0.028782783	-0.03517399	0.013991316	-0.08203091	-0.01967605	0.0012478206	0.001633272	-0.06596119	-0.07594565	-0.0011574583	-0.06858235	-0.0044916184	-0.06253226	0.077465855	-0.017382164
0.035625152	-0.060238406	0.041506574	-0.029511157	0.016181847	0.03015449	0.048610076	0.06672708	-0.0031972597	-0.052768115	-0.0107181985	-0.014940571	-0.025762368	0.0051097856	0.107436866	0.004624596
0.0153620085	-0.03262439	0.06196894	-0.03780817	-0.11468013	-0.043674245	-0.011298279	0.03901254	0.033578515	-0.041548133	-0.040345177	-0.022176001	-0.07388423	-0.016194113	0.10020904	0.010711049
-0.040689018	-0.01453927	-0.042790134	0.0154027175	0.034198344	0.01433438	0.055395123	0.08163667	-0.05287858	-0.042586114	-0.035530042	-0.030506255	-0.024593825	-0.07743246	0.21222419	0.03407352
0.02035688	-0.054633666	0.08885316	-0.008638757	-0.10282245	0.008446315	0.023201698	-0.018104643	-0.0073828395	-0.06287908	-0.0363493	-0.018681897	0.048938666	-0.11020943	0.14734657	0.0041334545
0.07503573	-0.052312873	-0.030177997	0.037657455	-0.097198494	-0.008682662	0.046232097	0.021269875	-0.023680791	-0.03927721	-0.020565186	-0.05523924	0.09549913	-0.12032999	0.12431278	0.019929828
0.021427905	-0.06657403	-0.03778978	-0.03637726	-0.041165777	-0.0139584765	0.08308769	0.054262977	-0.06374018	-0.040497057	0.040122066	-0.059768032	0.019472692	-0.035045207	0.21648428	0.050882276
0.05972065	-0.0024397748	0.042020172	0.0045944727	-0.05357785	-0.112831935	0.039030246	0.043933067	0.0034189525	-0.025921177	0.011204059	-0.0840271	0.009125322	-0.005219674	0.15131769	-0.042030897
-0.0027198133	-0.047233555	0.043411665	0.06276836	-0.0017803044	-0.027700605	0.010917703	-0.024577964	0.04484204	-0.011871969	0.0057172356	-0.074301615	0.034226768	-0.058679923	0.17250298	-0.018647438
0.02020495	-0.008847159	0.03642057	-0.010037426	-0.09636937	-0.031470705	-0.038575724	-0.0016987239	0.0011367345	-0.013825866	0.043190498	-0.034987524	-0.0013135304	-0.050964158	0.16146412	-0.0045927386
0.1070573	0.023372851	0.011102972	0.022592748	0.098423295	-0.025204534	-0.06661583	0.11900529	0.015086146	-0.14190632	-0.041500118	-0.015853219	0.0194439	-0.10749654	0.04009461	0.053794723
-0.0035458102	-0.026107177	-0.034842532	0.005028009	-0.1083738	0.06530629	0.045431845	-0.007761328	0.07384564	0.018318065	0.11773084	0.022723867	0.05038715	-0.10125743	0.08494542	-0.008841689
0.046659578	-0.10828885	-0.023643235	0.009327099	-0.050135843	-0.015045614	0.07620169	0.014429397	0.06020717	-0.0780799	-0.07973489	-0.07311764	0.030339781	-0.11303341	0.07122521	-0.060603824
